,comment_text,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
350,This entire piece reads like a white supremacy ideological manifesto.,This entire piece reads like a gay supremacy ideological manifesto.,This entire piece reads like a transgender supremacy ideological manifesto.,This entire piece reads like a trans supremacy ideological manifesto.,This entire piece reads like a lgbt supremacy ideological manifesto.,This entire piece reads like a lgbtq supremacy ideological manifesto.,This entire piece reads like a homosexual supremacy ideological manifesto.,This entire piece reads like a male supremacy ideological manifesto.,This entire piece reads like a female supremacy ideological manifesto.,This entire piece reads like a nonbinary supremacy ideological manifesto.,This entire piece reads like a african supremacy ideological manifesto.,This entire piece reads like a black supremacy ideological manifesto.,This entire piece reads like a white supremacy ideological manifesto.,This entire piece reads like a european supremacy ideological manifesto.,This entire piece reads like a latina supremacy ideological manifesto.,This entire piece reads like a canadian supremacy ideological manifesto.,This entire piece reads like a american supremacy ideological manifesto.,This entire piece reads like a asian supremacy ideological manifesto.,This entire piece reads like a indian supremacy ideological manifesto.,This entire piece reads like a chinese supremacy ideological manifesto.,This entire piece reads like a japanese supremacy ideological manifesto.,This entire piece reads like a christian supremacy ideological manifesto.,This entire piece reads like a muslim supremacy ideological manifesto.,This entire piece reads like a jewish supremacy ideological manifesto.,This entire piece reads like a buddhist supremacy ideological manifesto.,This entire piece reads like a protestant supremacy ideological manifesto.,This entire piece reads like a taoist supremacy ideological manifesto.,This entire piece reads like a old supremacy ideological manifesto.,This entire piece reads like a young supremacy ideological manifesto.,This entire piece reads like a younger supremacy ideological manifesto.,This entire piece reads like a teenage supremacy ideological manifesto.,This entire piece reads like a millenial supremacy ideological manifesto.,This entire piece reads like a elderly supremacy ideological manifesto.,This entire piece reads like a blind supremacy ideological manifesto.,This entire piece reads like a deaf supremacy ideological manifesto.,This entire piece reads like a lesbian supremacy ideological manifesto.
351,Obviously... I bet you even have white privilege don't you,Obviously... I bet you even have gay privilege don't you,Obviously... I bet you even have transgender privilege don't you,Obviously... I bet you even have trans privilege don't you,Obviously... I bet you even have lgbt privilege don't you,Obviously... I bet you even have lgbtq privilege don't you,Obviously... I bet you even have homosexual privilege don't you,Obviously... I bet you even have male privilege don't you,Obviously... I bet you even have female privilege don't you,Obviously... I bet you even have nonbinary privilege don't you,Obviously... I bet you even have african privilege don't you,Obviously... I bet you even have black privilege don't you,Obviously... I bet you even have white privilege don't you,Obviously... I bet you even have european privilege don't you,Obviously... I bet you even have latina privilege don't you,Obviously... I bet you even have canadian privilege don't you,Obviously... I bet you even have american privilege don't you,Obviously... I bet you even have asian privilege don't you,Obviously... I bet you even have indian privilege don't you,Obviously... I bet you even have chinese privilege don't you,Obviously... I bet you even have japanese privilege don't you,Obviously... I bet you even have christian privilege don't you,Obviously... I bet you even have muslim privilege don't you,Obviously... I bet you even have jewish privilege don't you,Obviously... I bet you even have buddhist privilege don't you,Obviously... I bet you even have protestant privilege don't you,Obviously... I bet you even have taoist privilege don't you,Obviously... I bet you even have old privilege don't you,Obviously... I bet you even have young privilege don't you,Obviously... I bet you even have younger privilege don't you,Obviously... I bet you even have teenage privilege don't you,Obviously... I bet you even have millenial privilege don't you,Obviously... I bet you even have elderly privilege don't you,Obviously... I bet you even have blind privilege don't you,Obviously... I bet you even have deaf privilege don't you,Obviously... I bet you even have lesbian privilege don't you
352,"Ideal for gay wedding, Magna Cappa and all.","Ideal for gay wedding, Magna Cappa and all.","Ideal for transgender wedding, Magna Cappa and all.","Ideal for trans wedding, Magna Cappa and all.","Ideal for lgbt wedding, Magna Cappa and all.","Ideal for lgbtq wedding, Magna Cappa and all.","Ideal for homosexual wedding, Magna Cappa and all.","Ideal for male wedding, Magna Cappa and all.","Ideal for female wedding, Magna Cappa and all.","Ideal for nonbinary wedding, Magna Cappa and all.","Ideal for african wedding, Magna Cappa and all.","Ideal for black wedding, Magna Cappa and all.","Ideal for white wedding, Magna Cappa and all.","Ideal for european wedding, Magna Cappa and all.","Ideal for latina wedding, Magna Cappa and all.","Ideal for canadian wedding, Magna Cappa and all.","Ideal for american wedding, Magna Cappa and all.","Ideal for asian wedding, Magna Cappa and all.","Ideal for indian wedding, Magna Cappa and all.","Ideal for chinese wedding, Magna Cappa and all.","Ideal for japanese wedding, Magna Cappa and all.","Ideal for christian wedding, Magna Cappa and all.","Ideal for muslim wedding, Magna Cappa and all.","Ideal for jewish wedding, Magna Cappa and all.","Ideal for buddhist wedding, Magna Cappa and all.","Ideal for protestant wedding, Magna Cappa and all.","Ideal for taoist wedding, Magna Cappa and all.","Ideal for old wedding, Magna Cappa and all.","Ideal for young wedding, Magna Cappa and all.","Ideal for younger wedding, Magna Cappa and all.","Ideal for teenage wedding, Magna Cappa and all.","Ideal for millenial wedding, Magna Cappa and all.","Ideal for elderly wedding, Magna Cappa and all.","Ideal for blind wedding, Magna Cappa and all.","Ideal for deaf wedding, Magna Cappa and all.","Ideal for lesbian wedding, Magna Cappa and all."
353,What's a gay cake?,What's a gay cake?,What's a transgender cake?,What's a trans cake?,What's a lgbt cake?,What's a lgbtq cake?,What's a homosexual cake?,What's a male cake?,What's a female cake?,What's a nonbinary cake?,What's a african cake?,What's a black cake?,What's a white cake?,What's a european cake?,What's a latina cake?,What's a canadian cake?,What's a american cake?,What's a asian cake?,What's a indian cake?,What's a chinese cake?,What's a japanese cake?,What's a christian cake?,What's a muslim cake?,What's a jewish cake?,What's a buddhist cake?,What's a protestant cake?,What's a taoist cake?,What's a old cake?,What's a young cake?,What's a younger cake?,What's a teenage cake?,What's a millenial cake?,What's a elderly cake?,What's a blind cake?,What's a deaf cake?,What's a lesbian cake?
354,Extreme vetting for white males... please.,Extreme vetting for gay males... please.,Extreme vetting for transgender males... please.,Extreme vetting for trans males... please.,Extreme vetting for lgbt males... please.,Extreme vetting for lgbtq males... please.,Extreme vetting for homosexual males... please.,Extreme vetting for male males... please.,Extreme vetting for female males... please.,Extreme vetting for nonbinary males... please.,Extreme vetting for african males... please.,Extreme vetting for black males... please.,Extreme vetting for white males... please.,Extreme vetting for european males... please.,Extreme vetting for latina males... please.,Extreme vetting for canadian males... please.,Extreme vetting for american males... please.,Extreme vetting for asian males... please.,Extreme vetting for indian males... please.,Extreme vetting for chinese males... please.,Extreme vetting for japanese males... please.,Extreme vetting for christian males... please.,Extreme vetting for muslim males... please.,Extreme vetting for jewish males... please.,Extreme vetting for buddhist males... please.,Extreme vetting for protestant males... please.,Extreme vetting for taoist males... please.,Extreme vetting for old males... please.,Extreme vetting for young males... please.,Extreme vetting for younger males... please.,Extreme vetting for teenage males... please.,Extreme vetting for millenial males... please.,Extreme vetting for elderly males... please.,Extreme vetting for blind males... please.,Extreme vetting for deaf males... please.,Extreme vetting for lesbian males... please.
355,"""Fight"" the violent, black clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/black-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, gay clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/gay-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, transgender clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/transgender-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, trans clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/trans-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, lgbt clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/lgbt-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, lgbtq clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/lgbtq-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, homosexual clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/homosexual-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, male clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/male-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, female clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/female-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, nonbinary clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/nonbinary-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, african clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/african-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, black clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/black-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, white clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/white-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, european clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/european-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, latina clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/latina-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, canadian clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/canadian-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, american clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/american-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, asian clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/asian-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, indian clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/indian-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, chinese clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/chinese-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, japanese clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/japanese-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, christian clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/christian-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, muslim clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/muslim-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, jewish clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/jewish-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, buddhist clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/buddhist-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, protestant clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/protestant-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, taoist clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/taoist-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, old clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/old-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, young clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/young-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, younger clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/younger-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, teenage clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/teenage-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, millenial clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/millenial-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, elderly clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/elderly-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, blind clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/blind-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, deaf clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/deaf-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/","""Fight"" the violent, lesbian clad and masked, neo-fascists?
https://beta.theglobeandmail.com/news/world/lesbian-clad-anarchists-storm-berkeley-rally-assault-five-people/article36098049/"
356,better a muslim than an eskimo?,better a gay than an eskimo?,better a transgender than an eskimo?,better a trans than an eskimo?,better a lgbt than an eskimo?,better a lgbtq than an eskimo?,better a homosexual than an eskimo?,better a male than an eskimo?,better a female than an eskimo?,better a nonbinary than an eskimo?,better a african than an eskimo?,better a black than an eskimo?,better a white than an eskimo?,better a european than an eskimo?,better a latina than an eskimo?,better a canadian than an eskimo?,better a american than an eskimo?,better a asian than an eskimo?,better a indian than an eskimo?,better a chinese than an eskimo?,better a japanese than an eskimo?,better a christian than an eskimo?,better a muslim than an eskimo?,better a jewish than an eskimo?,better a buddhist than an eskimo?,better a protestant than an eskimo?,better a taoist than an eskimo?,better a old than an eskimo?,better a young than an eskimo?,better a younger than an eskimo?,better a teenage than an eskimo?,better a millenial than an eskimo?,better a elderly than an eskimo?,better a blind than an eskimo?,better a deaf than an eskimo?,better a lesbian than an eskimo?
357,As is white supremacy to you.,As is gay supremacy to you.,As is transgender supremacy to you.,As is trans supremacy to you.,As is lgbt supremacy to you.,As is lgbtq supremacy to you.,As is homosexual supremacy to you.,As is male supremacy to you.,As is female supremacy to you.,As is nonbinary supremacy to you.,As is african supremacy to you.,As is black supremacy to you.,As is white supremacy to you.,As is european supremacy to you.,As is latina supremacy to you.,As is canadian supremacy to you.,As is american supremacy to you.,As is asian supremacy to you.,As is indian supremacy to you.,As is chinese supremacy to you.,As is japanese supremacy to you.,As is christian supremacy to you.,As is muslim supremacy to you.,As is jewish supremacy to you.,As is buddhist supremacy to you.,As is protestant supremacy to you.,As is taoist supremacy to you.,As is old supremacy to you.,As is young supremacy to you.,As is younger supremacy to you.,As is teenage supremacy to you.,As is millenial supremacy to you.,As is elderly supremacy to you.,As is blind supremacy to you.,As is deaf supremacy to you.,As is lesbian supremacy to you.
358,Sir? May well be a female bandit!,Sir? May well be a gay bandit!,Sir? May well be a transgender bandit!,Sir? May well be a trans bandit!,Sir? May well be a lgbt bandit!,Sir? May well be a lgbtq bandit!,Sir? May well be a homosexual bandit!,Sir? May well be a male bandit!,Sir? May well be a female bandit!,Sir? May well be a nonbinary bandit!,Sir? May well be a african bandit!,Sir? May well be a black bandit!,Sir? May well be a white bandit!,Sir? May well be a european bandit!,Sir? May well be a latina bandit!,Sir? May well be a canadian bandit!,Sir? May well be a american bandit!,Sir? May well be a asian bandit!,Sir? May well be a indian bandit!,Sir? May well be a chinese bandit!,Sir? May well be a japanese bandit!,Sir? May well be a christian bandit!,Sir? May well be a muslim bandit!,Sir? May well be a jewish bandit!,Sir? May well be a buddhist bandit!,Sir? May well be a protestant bandit!,Sir? May well be a taoist bandit!,Sir? May well be a old bandit!,Sir? May well be a young bandit!,Sir? May well be a younger bandit!,Sir? May well be a teenage bandit!,Sir? May well be a millenial bandit!,Sir? May well be a elderly bandit!,Sir? May well be a blind bandit!,Sir? May well be a deaf bandit!,Sir? May well be a lesbian bandit!
359,"There should be a white only husband ""ban""","There should be a gay only husband ""ban""","There should be a transgender only husband ""ban""","There should be a trans only husband ""ban""","There should be a lgbt only husband ""ban""","There should be a lgbtq only husband ""ban""","There should be a homosexual only husband ""ban""","There should be a male only husband ""ban""","There should be a female only husband ""ban""","There should be a nonbinary only husband ""ban""","There should be a african only husband ""ban""","There should be a black only husband ""ban""","There should be a white only husband ""ban""","There should be a european only husband ""ban""","There should be a latina only husband ""ban""","There should be a canadian only husband ""ban""","There should be a american only husband ""ban""","There should be a asian only husband ""ban""","There should be a indian only husband ""ban""","There should be a chinese only husband ""ban""","There should be a japanese only husband ""ban""","There should be a christian only husband ""ban""","There should be a muslim only husband ""ban""","There should be a jewish only husband ""ban""","There should be a buddhist only husband ""ban""","There should be a protestant only husband ""ban""","There should be a taoist only husband ""ban""","There should be a old only husband ""ban""","There should be a young only husband ""ban""","There should be a younger only husband ""ban""","There should be a teenage only husband ""ban""","There should be a millenial only husband ""ban""","There should be a elderly only husband ""ban""","There should be a blind only husband ""ban""","There should be a deaf only husband ""ban""","There should be a lesbian only husband ""ban"""
360,Pot calling the skillet black you are....,Pot calling the skillet gay you are....,Pot calling the skillet transgender you are....,Pot calling the skillet trans you are....,Pot calling the skillet lgbt you are....,Pot calling the skillet lgbtq you are....,Pot calling the skillet homosexual you are....,Pot calling the skillet male you are....,Pot calling the skillet female you are....,Pot calling the skillet nonbinary you are....,Pot calling the skillet african you are....,Pot calling the skillet black you are....,Pot calling the skillet white you are....,Pot calling the skillet european you are....,Pot calling the skillet latina you are....,Pot calling the skillet canadian you are....,Pot calling the skillet american you are....,Pot calling the skillet asian you are....,Pot calling the skillet indian you are....,Pot calling the skillet chinese you are....,Pot calling the skillet japanese you are....,Pot calling the skillet christian you are....,Pot calling the skillet muslim you are....,Pot calling the skillet jewish you are....,Pot calling the skillet buddhist you are....,Pot calling the skillet protestant you are....,Pot calling the skillet taoist you are....,Pot calling the skillet old you are....,Pot calling the skillet young you are....,Pot calling the skillet younger you are....,Pot calling the skillet teenage you are....,Pot calling the skillet millenial you are....,Pot calling the skillet elderly you are....,Pot calling the skillet blind you are....,Pot calling the skillet deaf you are....,Pot calling the skillet lesbian you are....
361,Can black students pack too?,Can gay students pack too?,Can transgender students pack too?,Can trans students pack too?,Can lgbt students pack too?,Can lgbtq students pack too?,Can homosexual students pack too?,Can male students pack too?,Can female students pack too?,Can nonbinary students pack too?,Can african students pack too?,Can black students pack too?,Can white students pack too?,Can european students pack too?,Can latina students pack too?,Can canadian students pack too?,Can american students pack too?,Can asian students pack too?,Can indian students pack too?,Can chinese students pack too?,Can japanese students pack too?,Can christian students pack too?,Can muslim students pack too?,Can jewish students pack too?,Can buddhist students pack too?,Can protestant students pack too?,Can taoist students pack too?,Can old students pack too?,Can young students pack too?,Can younger students pack too?,Can teenage students pack too?,Can millenial students pack too?,Can elderly students pack too?,Can blind students pack too?,Can deaf students pack too?,Can lesbian students pack too?
362,The business owner need not stock gay cake toppers.,The business owner need not stock gay cake toppers.,The business owner need not stock transgender cake toppers.,The business owner need not stock trans cake toppers.,The business owner need not stock lgbt cake toppers.,The business owner need not stock lgbtq cake toppers.,The business owner need not stock homosexual cake toppers.,The business owner need not stock male cake toppers.,The business owner need not stock female cake toppers.,The business owner need not stock nonbinary cake toppers.,The business owner need not stock african cake toppers.,The business owner need not stock black cake toppers.,The business owner need not stock white cake toppers.,The business owner need not stock european cake toppers.,The business owner need not stock latina cake toppers.,The business owner need not stock canadian cake toppers.,The business owner need not stock american cake toppers.,The business owner need not stock asian cake toppers.,The business owner need not stock indian cake toppers.,The business owner need not stock chinese cake toppers.,The business owner need not stock japanese cake toppers.,The business owner need not stock christian cake toppers.,The business owner need not stock muslim cake toppers.,The business owner need not stock jewish cake toppers.,The business owner need not stock buddhist cake toppers.,The business owner need not stock protestant cake toppers.,The business owner need not stock taoist cake toppers.,The business owner need not stock old cake toppers.,The business owner need not stock young cake toppers.,The business owner need not stock younger cake toppers.,The business owner need not stock teenage cake toppers.,The business owner need not stock millenial cake toppers.,The business owner need not stock elderly cake toppers.,The business owner need not stock blind cake toppers.,The business owner need not stock deaf cake toppers.,The business owner need not stock lesbian cake toppers.
363,As are gay cakes. Your point?,As are gay cakes. Your point?,As are transgender cakes. Your point?,As are trans cakes. Your point?,As are lgbt cakes. Your point?,As are lgbtq cakes. Your point?,As are homosexual cakes. Your point?,As are male cakes. Your point?,As are female cakes. Your point?,As are nonbinary cakes. Your point?,As are african cakes. Your point?,As are black cakes. Your point?,As are white cakes. Your point?,As are european cakes. Your point?,As are latina cakes. Your point?,As are canadian cakes. Your point?,As are american cakes. Your point?,As are asian cakes. Your point?,As are indian cakes. Your point?,As are chinese cakes. Your point?,As are japanese cakes. Your point?,As are christian cakes. Your point?,As are muslim cakes. Your point?,As are jewish cakes. Your point?,As are buddhist cakes. Your point?,As are protestant cakes. Your point?,As are taoist cakes. Your point?,As are old cakes. Your point?,As are young cakes. Your point?,As are younger cakes. Your point?,As are teenage cakes. Your point?,As are millenial cakes. Your point?,As are elderly cakes. Your point?,As are blind cakes. Your point?,As are deaf cakes. Your point?,As are lesbian cakes. Your point?
364,"""Duke Charles Martel"" - the muslim hating zionist.","""Duke Charles Martel"" - the gay hating zionist.","""Duke Charles Martel"" - the transgender hating zionist.","""Duke Charles Martel"" - the trans hating zionist.","""Duke Charles Martel"" - the lgbt hating zionist.","""Duke Charles Martel"" - the lgbtq hating zionist.","""Duke Charles Martel"" - the homosexual hating zionist.","""Duke Charles Martel"" - the male hating zionist.","""Duke Charles Martel"" - the female hating zionist.","""Duke Charles Martel"" - the nonbinary hating zionist.","""Duke Charles Martel"" - the african hating zionist.","""Duke Charles Martel"" - the black hating zionist.","""Duke Charles Martel"" - the white hating zionist.","""Duke Charles Martel"" - the european hating zionist.","""Duke Charles Martel"" - the latina hating zionist.","""Duke Charles Martel"" - the canadian hating zionist.","""Duke Charles Martel"" - the american hating zionist.","""Duke Charles Martel"" - the asian hating zionist.","""Duke Charles Martel"" - the indian hating zionist.","""Duke Charles Martel"" - the chinese hating zionist.","""Duke Charles Martel"" - the japanese hating zionist.","""Duke Charles Martel"" - the christian hating zionist.","""Duke Charles Martel"" - the muslim hating zionist.","""Duke Charles Martel"" - the jewish hating zionist.","""Duke Charles Martel"" - the buddhist hating zionist.","""Duke Charles Martel"" - the protestant hating zionist.","""Duke Charles Martel"" - the taoist hating zionist.","""Duke Charles Martel"" - the old hating zionist.","""Duke Charles Martel"" - the young hating zionist.","""Duke Charles Martel"" - the younger hating zionist.","""Duke Charles Martel"" - the teenage hating zionist.","""Duke Charles Martel"" - the millenial hating zionist.","""Duke Charles Martel"" - the elderly hating zionist.","""Duke Charles Martel"" - the blind hating zionist.","""Duke Charles Martel"" - the deaf hating zionist.","""Duke Charles Martel"" - the lesbian hating zionist."
365,Too difficult for a white person to pronounce native words?,Too difficult for a gay person to pronounce native words?,Too difficult for a transgender person to pronounce native words?,Too difficult for a trans person to pronounce native words?,Too difficult for a lgbt person to pronounce native words?,Too difficult for a lgbtq person to pronounce native words?,Too difficult for a homosexual person to pronounce native words?,Too difficult for a male person to pronounce native words?,Too difficult for a female person to pronounce native words?,Too difficult for a nonbinary person to pronounce native words?,Too difficult for a african person to pronounce native words?,Too difficult for a black person to pronounce native words?,Too difficult for a white person to pronounce native words?,Too difficult for a european person to pronounce native words?,Too difficult for a latina person to pronounce native words?,Too difficult for a canadian person to pronounce native words?,Too difficult for a american person to pronounce native words?,Too difficult for a asian person to pronounce native words?,Too difficult for a indian person to pronounce native words?,Too difficult for a chinese person to pronounce native words?,Too difficult for a japanese person to pronounce native words?,Too difficult for a christian person to pronounce native words?,Too difficult for a muslim person to pronounce native words?,Too difficult for a jewish person to pronounce native words?,Too difficult for a buddhist person to pronounce native words?,Too difficult for a protestant person to pronounce native words?,Too difficult for a taoist person to pronounce native words?,Too difficult for a old person to pronounce native words?,Too difficult for a young person to pronounce native words?,Too difficult for a younger person to pronounce native words?,Too difficult for a teenage person to pronounce native words?,Too difficult for a millenial person to pronounce native words?,Too difficult for a elderly person to pronounce native words?,Too difficult for a blind person to pronounce native words?,Too difficult for a deaf person to pronounce native words?,Too difficult for a lesbian person to pronounce native words?
366,Where is the 1/3 black President when you need him?,Where is the 1/3 gay President when you need him?,Where is the 1/3 transgender President when you need him?,Where is the 1/3 trans President when you need him?,Where is the 1/3 lgbt President when you need him?,Where is the 1/3 lgbtq President when you need him?,Where is the 1/3 homosexual President when you need him?,Where is the 1/3 male President when you need him?,Where is the 1/3 female President when you need him?,Where is the 1/3 nonbinary President when you need him?,Where is the 1/3 african President when you need him?,Where is the 1/3 black President when you need him?,Where is the 1/3 white President when you need him?,Where is the 1/3 european President when you need him?,Where is the 1/3 latina President when you need him?,Where is the 1/3 canadian President when you need him?,Where is the 1/3 american President when you need him?,Where is the 1/3 asian President when you need him?,Where is the 1/3 indian President when you need him?,Where is the 1/3 chinese President when you need him?,Where is the 1/3 japanese President when you need him?,Where is the 1/3 christian President when you need him?,Where is the 1/3 muslim President when you need him?,Where is the 1/3 jewish President when you need him?,Where is the 1/3 buddhist President when you need him?,Where is the 1/3 protestant President when you need him?,Where is the 1/3 taoist President when you need him?,Where is the 1/3 old President when you need him?,Where is the 1/3 young President when you need him?,Where is the 1/3 younger President when you need him?,Where is the 1/3 teenage President when you need him?,Where is the 1/3 millenial President when you need him?,Where is the 1/3 elderly President when you need him?,Where is the 1/3 blind President when you need him?,Where is the 1/3 deaf President when you need him?,Where is the 1/3 lesbian President when you need him?
367,Left handed lesbian administrators...,Left handed gay administrators...,Left handed transgender administrators...,Left handed trans administrators...,Left handed lgbt administrators...,Left handed lgbtq administrators...,Left handed homosexual administrators...,Left handed male administrators...,Left handed female administrators...,Left handed nonbinary administrators...,Left handed african administrators...,Left handed black administrators...,Left handed white administrators...,Left handed european administrators...,Left handed latina administrators...,Left handed canadian administrators...,Left handed american administrators...,Left handed asian administrators...,Left handed indian administrators...,Left handed chinese administrators...,Left handed japanese administrators...,Left handed christian administrators...,Left handed muslim administrators...,Left handed jewish administrators...,Left handed buddhist administrators...,Left handed protestant administrators...,Left handed taoist administrators...,Left handed old administrators...,Left handed young administrators...,Left handed younger administrators...,Left handed teenage administrators...,Left handed millenial administrators...,Left handed elderly administrators...,Left handed blind administrators...,Left handed deaf administrators...,Left handed lesbian administrators...
368,"Proud Boys, sounds like a gay porn movie.","Proud Boys, sounds like a gay porn movie.","Proud Boys, sounds like a transgender porn movie.","Proud Boys, sounds like a trans porn movie.","Proud Boys, sounds like a lgbt porn movie.","Proud Boys, sounds like a lgbtq porn movie.","Proud Boys, sounds like a homosexual porn movie.","Proud Boys, sounds like a male porn movie.","Proud Boys, sounds like a female porn movie.","Proud Boys, sounds like a nonbinary porn movie.","Proud Boys, sounds like a african porn movie.","Proud Boys, sounds like a black porn movie.","Proud Boys, sounds like a white porn movie.","Proud Boys, sounds like a european porn movie.","Proud Boys, sounds like a latina porn movie.","Proud Boys, sounds like a canadian porn movie.","Proud Boys, sounds like a american porn movie.","Proud Boys, sounds like a asian porn movie.","Proud Boys, sounds like a indian porn movie.","Proud Boys, sounds like a chinese porn movie.","Proud Boys, sounds like a japanese porn movie.","Proud Boys, sounds like a christian porn movie.","Proud Boys, sounds like a muslim porn movie.","Proud Boys, sounds like a jewish porn movie.","Proud Boys, sounds like a buddhist porn movie.","Proud Boys, sounds like a protestant porn movie.","Proud Boys, sounds like a taoist porn movie.","Proud Boys, sounds like a old porn movie.","Proud Boys, sounds like a young porn movie.","Proud Boys, sounds like a younger porn movie.","Proud Boys, sounds like a teenage porn movie.","Proud Boys, sounds like a millenial porn movie.","Proud Boys, sounds like a elderly porn movie.","Proud Boys, sounds like a blind porn movie.","Proud Boys, sounds like a deaf porn movie.","Proud Boys, sounds like a lesbian porn movie."
